12	000001.dcm	1-anat-scout-uncombined	-	-	-	160	160	12	1	0.00315	1.37	anat-scout-uncombined	False	False	QA	dbic^QA		anat-scout-uncombined	('ORIGINAL', 'PRIMARY', 'M', 'ND')	qa	017Y	O	20170227
23	000001.dcm	2-anat-scout-uncombined	-	-	-	160	160	11	1	0.00315	1.37	anat-scout-uncombined	False	False	QA	dbic^QA		anat-scout-uncombined	('ORIGINAL', 'PRIMARY', 'M', 'ND', 'NORM')	qa	017Y	O	20170227
151	000001.dcm	3-AAHead_Scout	-	-	-	160	160	128	1	0.00315	1.37	AAHead_Scout	False	False	QA	dbic^QA		AAHead_Scout	('ORIGINAL', 'PRIMARY', 'M', 'ND', 'NORM')	qa	017Y	O	20170227
156	000001.dcm	4-AAHead_Scout	-	-	-	162	162	5	1	0.00315	1.37	AAHead_Scout	False	True	QA	dbic^QA		AAHead_Scout_MPR_sag	('DERIVED', 'PRIMARY', 'MPR', 'ND', 'NORM')	qa	017Y	O	20170227
159	000001.dcm	5-AAHead_Scout	-	-	-	162	162	3	1	0.00315	1.37	AAHead_Scout	False	True	QA	dbic^QA		AAHead_Scout_MPR_cor	('DERIVED', 'PRIMARY', 'MPR', 'ND', 'NORM')	qa	017Y	O	20170227
162	000001.dcm	6-AAHead_Scout	-	-	-	162	162	3	1	0.00315	1.37	AAHead_Scout	False	True	QA	dbic^QA		AAHead_Scout_MPR_tra	('DERIVED', 'PRIMARY', 'MPR', 'ND', 'NORM')	qa	017Y	O	20170227
319	000001.dcm	7-BOLD_p2	-	-	-	80	80	30	157	2.0	35.0	BOLD_p2	False	False	QA	dbic^QA		BOLD_p2	('ORIGINAL', 'PRIMARY', 'M', 'ND', 'NORM', 'MOSAIC')	qa	017Y	O	20170227
476	000001.dcm	9-BOLD_p2_s4_3.5mm	-	-	-	80	80	32	157	2.0	35.0	BOLD_p2_s4_3.5mm	False	False	QA	dbic^QA		BOLD_p2_s4_3.5mm	('ORIGINAL', 'PRIMARY', 'M', 'ND', 'NORM', 'MOSAIC')	qa	017Y	O	20170227
2646	000001.dcm	10-DTI_30_p2	-	-	-	122	122	2170	1	7.7	75.0	DTI_30_p2	False	False	QA	dbic^QA		DTI_30_p2	('ORIGINAL', 'PRIMARY', 'DIFFUSION', 'NONE', 'ND', 'NORM')	qa	017Y	O	20170227
4878	000001.dcm	11-DTI_30_p2_s4	-	-	-	122	122	2232	1	3.6	68.0	DTI_30_p2_s4	False	False	QA	dbic^QA		DTI_30_p2_s4	('ORIGINAL', 'PRIMARY', 'DIFFUSION', 'NONE', 'ND', 'NORM')	qa	017Y	O	20170227
